date,adjclose
2024-03-26,80.0
2024-03-27,75.0
2024-03-28,69.55000305175781
2024-04-01,69.0999984741211
2024-04-02,66.9000015258789
2024-04-03,63.88999938964844
2024-04-04,67.0
2024-04-05,70.05999755859375
2024-04-08,67.01000213623047
2024-04-09,65.5199966430664
2024-04-10,63.88999938964844
2024-04-11,63.16999816894531
2024-04-12,62.75
2024-04-15,61.689998626708984
2024-04-16,61.95000076293945
2024-04-17,61.75
2024-04-18,64.02999877929688
2024-04-19,62.20000076293945
2024-04-22,62.06999969482422
2024-04-23,63.5
2024-04-24,63.540000915527344
2024-04-25,61.83000183105469
2024-04-26,64.43000030517578
2024-04-29,65.91000366210938
2024-04-30,65.01000213623047
