date,adjclose
2018-04-24,3069.090087890625
2018-04-25,3101.199951171875
2018-04-26,3144.1201171875
2018-04-27,3157.929931640625
2018-04-30,3100.0
2018-05-01,3132.389892578125
2018-05-02,3093.219970703125
2018-05-03,3163.070068359375
2018-05-04,3158.590087890625
2018-05-07,3108.6201171875
2018-05-08,3089.760009765625
2018-05-09,3022.989990234375
2018-05-10,3022.0
2018-05-11,3053.610107421875
2018-05-14,3052.0
2018-05-15,2902.0
2018-05-16,2917.0
2018-05-17,2980.320068359375
2018-05-18,2963.64990234375
2018-05-21,3025.030029296875
2018-05-22,2955.090087890625
2018-05-23,2992.02001953125
2018-05-24,2975.050048828125
2018-05-25,3025.0
2018-05-29,3085.949951171875
2018-05-30,3058.10009765625
2018-05-31,2990.5400390625
2018-06-01,3035.360107421875
2018-06-04,3033.93994140625
2018-06-05,3067.1298828125
2018-06-06,3111.0
2018-06-07,3125.2900390625
2018-06-08,3196.449951171875
2018-06-11,3161.22998046875
2018-06-12,3210.2099609375
2018-06-13,3104.3798828125
2018-06-14,3114.639892578125
2018-06-15,3182.389892578125
2018-06-18,3106.0
2018-06-19,3099.0
2018-06-20,3099.919921875
2018-06-21,3065.510009765625
2018-06-22,3000.64990234375
2018-06-25,2965.139892578125
2018-06-26,2973.10009765625
2018-06-27,2940.919921875
2018-06-28,2962.219970703125
2018-06-29,2970.35009765625
2018-07-02,2990.639892578125
2018-07-03,3033.5
2018-07-05,3063.199951171875
2018-07-06,3017.0400390625
2018-07-09,3067.0
2018-07-10,3103.56005859375
2018-07-11,3063.6298828125
2018-07-12,3081.110107421875
2018-07-13,3102.719970703125
2018-07-16,3070.8798828125
2018-07-17,3168.199951171875
2018-07-18,3130.2099609375
2018-07-19,3173.2900390625
2018-07-20,2910.0
2018-07-23,2892.5
2018-07-24,2817.530029296875
2018-07-25,2790.43994140625
2018-07-26,2845.31005859375
2018-07-27,2807.070068359375
2018-07-30,2710.550048828125
2018-07-31,2759.429931640625
2018-08-01,2725.0
2018-08-02,2752.8798828125
2018-08-03,2690.610107421875
2018-08-06,2695.06005859375
2018-08-07,2747.02001953125
2018-08-08,2726.090087890625
2018-08-09,2757.0
2018-08-10,2723.469970703125
2018-08-13,2665.469970703125
2018-08-14,2696.2900390625
2018-08-15,2670.25
2018-08-16,2650.0
2018-08-17,2627.75
2018-08-20,2622.72998046875
2018-08-21,2750.949951171875
2018-08-22,2694.889892578125
2018-08-23,2658.0
2018-08-24,2652.219970703125
2018-08-27,2704.7099609375
2018-08-28,2670.050048828125
2018-08-29,2658.56005859375
2018-08-30,2679.6201171875
2018-08-31,2668.449951171875
2018-09-04,2638.06005859375
2018-09-05,2655.8701171875
2018-09-06,2653.8798828125
2018-09-07,2607.199951171875
2018-09-10,2591.659912109375
2018-09-11,2603.0
2018-09-12,2657.300048828125
2018-09-13,2638.169921875
2018-09-14,2643.0
2018-09-17,2620.97998046875
2018-09-18,2672.409912109375
2018-09-19,2617.81005859375
2018-09-20,2608.530029296875
2018-09-21,2583.919921875
2018-09-24,2572.0
2018-09-25,2557.389892578125
2018-09-26,2520.199951171875
2018-09-27,2543.25
2018-09-28,2470.800048828125
2018-10-01,2478.14990234375
2018-10-02,2479.760009765625
2018-10-03,2423.5
2018-10-04,2388.64990234375
2018-10-05,2401.580078125
2018-10-08,2447.820068359375
2018-10-09,2373.469970703125
2018-10-10,2349.2900390625
2018-10-11,2272.8798828125
2018-10-12,2246.659912109375
2018-10-15,2234.0
2018-10-16,2262.52001953125
2018-10-17,2250.3701171875
2018-10-18,2165.429931640625
2018-10-19,2170.0
2018-10-22,2129.89990234375
2018-10-23,2173.239990234375
2018-10-24,2101.3798828125
2018-10-25,2164.260009765625
2018-10-26,2211.800048828125
2018-10-29,2174.5
2018-10-30,2242.0400390625
2018-10-31,2239.030029296875
2018-11-01,2350.389892578125
2018-11-02,2258.340087890625
2018-11-05,2341.5400390625
2018-11-06,2339.889892578125
2018-11-07,2302.260009765625
2018-11-08,2291.550048828125
2018-11-09,2315.050048828125
2018-11-12,2323.739990234375
2018-11-13,2359.330078125
2018-11-14,2347.659912109375
2018-11-15,2365.679931640625
2018-11-16,2401.280029296875
2018-11-19,2435.330078125
2018-11-20,2444.18994140625
2018-11-21,2482.5400390625
2018-11-23,2485.840087890625
2018-11-26,2484.1201171875
2018-11-27,2468.760009765625
2018-11-28,2562.7099609375
2018-11-29,2473.77001953125
2018-11-30,2450.0
2018-12-03,2533.72998046875
2018-12-04,2437.949951171875
2018-12-06,2492.389892578125
2018-12-07,2456.760009765625
2018-12-10,2391.659912109375
2018-12-11,2411.27001953125
2018-12-12,2443.77001953125
2018-12-13,2441.929931640625
2018-12-14,2446.010009765625
2018-12-17,2453.3798828125
2018-12-18,2479.81005859375
2018-12-19,2441.43994140625
2018-12-20,2452.919921875
2018-12-21,2346.139892578125
2018-12-24,2319.1201171875
2018-12-26,2431.639892578125
2018-12-27,2441.0
2018-12-28,2419.590087890625
2018-12-31,2436.989990234375
2019-01-02,2420.820068359375
2019-01-03,2381.93994140625
2019-01-04,2412.830078125
2019-01-07,2471.010009765625
2019-01-08,2494.9599609375
2019-01-09,2531.530029296875
2019-01-10,2563.3701171875
2019-01-11,2586.10009765625
2019-01-14,2545.820068359375
2019-01-15,2561.52001953125
2019-01-16,2530.489990234375
2019-01-17,2527.3798828125
2019-01-18,2490.449951171875
2019-01-22,2467.030029296875
2019-01-23,2499.760009765625
2019-01-24,2521.300048828125
2019-01-25,2517.06005859375
2019-01-28,2560.429931640625
2019-01-29,2625.31005859375
2019-01-30,2649.77001953125
2019-01-31,2660.0
2019-02-01,2635.739990234375
2019-02-04,2628.449951171875
2019-02-05,2612.3701171875
2019-02-06,2535.2099609375
2019-02-07,2616.610107421875
2019-02-08,2579.080078125
2019-02-11,2602.0
2019-02-12,2691.4599609375
2019-02-13,2600.800048828125
2019-02-14,2656.580078125
2019-02-15,2662.85009765625
2019-02-19,2622.699951171875
2019-02-20,2590.300048828125
2019-02-21,2643.85009765625
2019-02-22,2680.0
2019-02-25,2647.739990234375
2019-02-26,2632.969970703125
2019-02-27,2643.10009765625
2019-02-28,2620.0
2019-03-01,2601.0
2019-03-04,2660.659912109375
2019-03-05,2639.25
2019-03-06,2692.35009765625
2019-03-07,2751.719970703125
2019-03-08,2710.0
2019-03-11,2738.929931640625
2019-03-12,2769.4599609375
2019-03-13,2739.0
2019-03-14,2722.77001953125
2019-03-15,2724.2099609375
2019-03-18,2760.06005859375
2019-03-19,2732.320068359375
2019-03-20,2741.739990234375
2019-03-21,2760.72998046875
2019-03-22,2780.909912109375
2019-03-25,2832.780029296875
2019-03-26,2826.2099609375
2019-03-27,2860.239990234375
2019-03-28,2807.320068359375
2019-03-29,2767.0
2019-04-01,2766.989990234375
2019-04-02,2768.0
2019-04-03,2793.8798828125
2019-04-04,2869.89990234375
2019-04-05,2870.469970703125
2019-04-08,2881.27001953125
2019-04-09,2878.06005859375
2019-04-10,2910.419921875
2019-04-11,2944.25
2019-04-12,2970.10009765625
2019-04-15,2998.699951171875
2019-04-16,3022.159912109375
2019-04-17,3044.6201171875
2019-04-18,3084.1201171875
2019-04-22,3271.949951171875
2019-04-23,3215.0
2019-04-24,3215.77001953125
2019-04-25,3145.780029296875
2019-04-26,3116.139892578125
2019-04-29,3132.60009765625
2019-04-30,3152.47998046875
2019-05-01,3183.530029296875
2019-05-02,3247.8701171875
2019-05-03,3270.0
2019-05-06,3292.3701171875
2019-05-07,3251.409912109375
2019-05-08,3228.0
2019-05-09,3307.47998046875
2019-05-10,3290.7900390625
2019-05-13,3249.35009765625
2019-05-14,3286.0400390625
2019-05-15,3315.580078125
2019-05-16,3344.64990234375
2019-05-17,3320.0
2019-05-20,3261.179931640625
2019-05-21,3309.320068359375
2019-05-22,3246.780029296875
2019-05-23,3215.280029296875
2019-05-24,3272.719970703125
2019-05-28,3214.320068359375
2019-05-29,3219.760009765625
2019-05-30,3226.179931640625
2019-05-31,3201.570068359375
2019-06-03,3266.699951171875
2019-06-04,3317.550048828125
2019-06-05,3356.679931640625
2019-06-06,3362.489990234375
2019-06-07,3391.0
2019-06-10,3402.35009765625
2019-06-11,3370.820068359375
2019-06-12,3395.0
