date,adjclose
2018-07-23,51.0099983215332
2018-07-24,51.810001373291016
2018-07-25,52.40999984741211
2018-07-26,51.599998474121094
2018-07-27,50.349998474121094
2018-07-30,48.849998474121094
2018-07-31,49.279998779296875
2018-08-01,49.119998931884766
2018-08-02,49.47999954223633
2018-08-03,49.02000045776367
2018-08-06,49.529998779296875
2018-08-07,49.70000076293945
2018-08-08,49.4900016784668
2018-08-09,49.2599983215332
2018-08-10,49.20000076293945
2018-08-13,48.93000030517578
2018-08-14,49.16999816894531
2018-08-15,48.4900016784668
2018-08-16,48.689998626708984
2018-08-17,48.150001525878906
2018-08-20,48.209999084472656
2018-08-21,49.20000076293945
2018-08-22,49.560001373291016
2018-08-23,49.20000076293945
2018-08-24,49.47999954223633
2018-08-27,49.58000183105469
2018-08-28,49.689998626708984
2018-08-29,49.650001525878906
2018-08-30,49.38999938964844
2018-08-31,49.68000030517578
2018-09-04,50.310001373291016
2018-09-05,49.40999984741211
2018-09-06,49.470001220703125
2018-09-07,49.91999816894531
2018-09-10,50.290000915527344
2018-09-11,51.459999084472656
2018-09-12,52.83000183105469
2018-09-13,54.58000183105469
2018-09-14,54.709999084472656
2018-09-17,53.470001220703125
2018-09-18,53.66999816894531
2018-09-19,52.72999954223633
2018-09-20,52.38999938964844
2018-09-21,53.40999984741211
2018-09-24,53.52000045776367
2018-09-25,53.66999816894531
2018-09-26,53.4900016784668
2018-09-27,53.900001525878906
2018-09-28,54.470001220703125
2018-10-01,54.099998474121094
2018-10-02,54.58000183105469
2018-10-03,54.83000183105469
2018-10-04,52.68000030517578
2018-10-05,52.290000915527344
2018-10-08,51.79999923706055
2018-10-09,50.619998931884766
2018-10-10,49.58000183105469
2018-10-11,49.5
2018-10-12,51.41999816894531
2018-10-15,51.939998626708984
2018-10-16,53.849998474121094
2018-10-17,53.47999954223633
2018-10-18,52.599998474121094
2018-10-19,51.68000030517578
2018-10-22,52.61000061035156
2018-10-23,51.369998931884766
2018-10-24,49.279998779296875
2018-10-25,50.70000076293945
2018-10-26,50.060001373291016
2018-10-29,49.09000015258789
2018-10-30,50.22999954223633
2018-10-31,52.29999923706055
2018-11-01,53.189998626708984
2018-11-02,54.849998474121094
2018-11-05,55.130001068115234
2018-11-06,55.400001525878906
2018-11-07,56.63999938964844
2018-11-08,57.43000030517578
2018-11-09,56.400001525878906
2018-11-12,55.439998626708984
2018-11-13,55.86000061035156
2018-11-14,53.56999969482422
2018-11-15,54.5
2018-11-16,54.369998931884766
2018-11-19,53.029998779296875
2018-11-20,51.380001068115234
2018-11-21,52.689998626708984
2018-11-23,53.36000061035156
2018-11-26,54.630001068115234
2018-11-27,53.02000045776367
2018-11-28,55.130001068115234
2018-11-29,55.90999984741211
2018-11-30,55.68000030517578
2018-12-03,55.439998626708984
2018-12-04,54.369998931884766
2018-12-06,56.5
2018-12-07,55.11000061035156
2018-12-10,54.34000015258789
2018-12-11,54.15999984741211
2018-12-12,54.689998626708984
2018-12-13,54.619998931884766
2018-12-14,53.900001525878906
2018-12-17,52.36000061035156
2018-12-18,52.619998931884766
2018-12-19,51.13999938964844
2018-12-20,50.060001373291016
2018-12-21,48.7599983215332
2018-12-24,46.20000076293945
2018-12-26,48.560001373291016
2018-12-27,48.81999969482422
2018-12-28,48.2400016784668
2018-12-31,49.25
2019-01-02,48.310001373291016
2019-01-03,47.689998626708984
2019-01-04,50.0
2019-01-07,50.900001525878906
2019-01-08,52.11000061035156
2019-01-09,52.7400016784668
2019-01-10,53.0099983215332
2019-01-11,53.470001220703125
2019-01-14,53.95000076293945
2019-01-15,54.13999938964844
2019-01-16,52.52000045776367
2019-01-17,53.119998931884766
2019-01-18,54.040000915527344
2019-01-22,52.869998931884766
2019-01-23,52.79999923706055
2019-01-24,52.880001068115234
2019-01-25,53.38999938964844
2019-01-28,52.83000183105469
2019-01-29,52.560001373291016
2019-01-30,53.22999954223633
2019-01-31,53.5099983215332
2019-02-01,52.77000045776367
2019-02-04,53.16999816894531
