date,adjclose
2016-03-30,90.52925872802734
2016-03-31,90.71942138671875
2016-04-01,92.41300201416016
2016-04-04,92.24092864990234
2016-04-05,90.64696502685547
2016-04-06,91.09979248046875
2016-04-07,89.72322082519531
2016-04-08,90.39337921142578
2016-04-11,89.4515151977539
2016-04-12,90.93677520751953
2016-04-13,91.88770294189453
2016-04-14,91.3443374633789
2016-04-15,92.00544738769531
2016-04-18,92.57604217529297
2016-04-19,92.2499771118164
2016-04-20,93.66279602050781
2016-04-21,93.28242492675781
2016-04-22,93.9526138305664
2016-04-25,93.72618103027344
2016-04-26,94.48694610595703
2016-04-27,94.93073272705078
2016-04-28,94.23338317871094
2016-04-29,93.31864929199219
2016-05-02,95.26580810546875
2016-05-03,89.68700408935547
2016-05-04,90.37528228759766
2016-05-05,90.52925872802734
2016-05-06,91.40773010253906
2016-05-09,90.75565338134766
2016-05-10,92.50357818603516
2016-05-11,92.07791137695312
2016-05-12,91.63414001464844
2016-05-13,90.56546020507812
2016-05-16,90.46585845947266
2016-05-17,89.84095001220703
2016-05-18,89.16170501708984
2016-05-19,88.24700164794922
2016-05-20,88.12020874023438
2016-05-23,88.41907501220703
2016-05-24,89.18888092041016
2016-05-25,89.24321746826172
2016-05-26,89.38813018798828
2016-05-27,89.52397918701172
2016-05-31,90.02206420898438
2016-06-01,89.08019256591797
2016-06-02,92.1503677368164
2016-06-03,92.37677001953125
2016-06-06,92.51263427734375
2016-06-07,94.56844329833984
2016-06-08,94.2877197265625
2016-06-09,94.04316711425781
2016-06-10,91.48920440673828
2016-06-13,91.25376892089844
2016-06-14,90.7828140258789
2016-06-15,90.9729995727539
2016-06-16,90.98206329345703
2016-06-17,90.29376220703125
2016-06-20,92.44921875
2016-06-21,92.97450256347656
2016-06-22,93.19187927246094
2016-06-23,97.14053344726562
2016-06-24,93.56319427490234
2016-06-27,91.45303344726562
2016-06-28,93.771484375
2016-06-29,97.30354309082031
2016-06-30,97.75637817382812
2016-07-01,99.52239227294922
2016-07-05,98.66201782226562
2016-07-06,99.30503845214844
2016-07-07,100.18352508544922
2016-07-08,103.61593627929688
2016-07-11,102.61067962646484
2016-07-12,102.13973236083984
2016-07-13,101.51480865478516
2016-07-14,102.7646484375
2016-07-15,103.27180480957031
2016-07-18,103.02728271484375
2016-07-19,102.20315551757812
2016-07-20,101.99481201171875
2016-07-21,101.39710998535156
2016-07-22,102.49293518066406
2016-07-25,102.20315551757812
2016-07-26,101.77747344970703
2016-07-27,102.112548828125
2016-07-28,101.86805725097656
2016-07-29,104.15027618408203
2016-08-01,105.06501007080078
2016-08-02,102.59254455566406
2016-08-03,102.52916717529297
2016-08-04,102.87330627441406
2016-08-05,103.11785888671875
2016-08-08,104.12310791015625
2016-08-09,105.4272689819336
2016-08-10,105.20084381103516
2016-08-11,105.19178771972656
2016-08-12,105.34574890136719
2016-08-15,104.856689453125
2016-08-16,103.55255889892578
2016-08-17,103.66120910644531
2016-08-18,103.88764190673828
2016-08-19,102.52916717529297
2016-08-22,102.7737045288086
2016-08-23,102.30277252197266
2016-08-24,102.60164642333984
2016-08-25,103.35333251953125
2016-08-26,103.1087875366211
2016-08-29,103.45295715332031
2016-08-30,103.21747589111328
2016-08-31,103.3804931640625
2016-09-01,103.40766143798828
2016-09-02,104.93820190429688
2016-09-06,106.52310180664062
2016-09-07,107.29290008544922
2016-09-08,106.26952362060547
2016-09-09,99.91183471679688
2016-09-12,100.98956298828125
